Id_AFAD,Year,Month,Day,Hour,Min,Sec,Ev_Lat,Ev_Lon,Ev_Depth,Ml,StdMl,Rms,Erh,Erz,Gap,Np,Ns,Ntot,CovX,CovY,CovZ,CovT
587133,2023,5,28,14,45,58.62,37.2832,37.0393,6.95,3.1,0.16,0.24,1,0.8,70,17,13,30,0.3,0.7,0.6,1
587136,2023,5,28,15,14,55.63,37.9102,36.2615,9.48,2.78,0.22,0.29,0.9,1.4,67,11,11,22,0.4,0.4,2,2.1
587144,2023,5,28,16,53,24.42,37.1722,36.6882,6.38,2.95,0.18,0.39,1.2,1.3,94,19,15,34,0.6,0.7,1.7,2
587158,2023,5,28,18,27,40.41,38.245,38.1342,7.97,3,0.12,0.24,1.3,1.8,116,12,10,22,0.6,1.1,3.1,3.3
587164,2023,5,28,19,3,48.58,38.0395,37.5618,8.39,2.44,0.22,0.25,1.4,1,87,14,11,25,0.8,1.3,1.1,1.9
587165,2023,5,28,19,7,2.05,38.2448,36.3437,17.94,2.52,0.5,0.34,1,0.7,101,11,10,21,0.6,0.3,0.5,0.9
587171,2023,5,28,20,0,27.11,38.1295,36.8858,13.33,2.93,0.16,0.42,0.9,1.2,50,22,20,42,0.5,0.4,1.5,1.7
587184,2023,5,28,21,59,45.11,37.8203,36.2968,4.03,2.73,0.13,0.22,0.8,1.2,43,23,17,40,0.3,0.4,1.3,1.4
587183,2023,5,28,22,5,42.58,38.1465,36.659,6.36,3.35,0.15,0.43,1.3,1.1,41,30,23,53,0.9,0.7,1.2,1.7
587197,2023,5,28,23,20,22.41,38.0607,37.3653,4.3,2.46,0.17,0.28,1,1.6,73,14,12,26,0.5,0.4,2.5,2.6
587206,2023,5,29,0,30,40.39,38.4403,37.5287,0.79,2.7,0.15,0.2,1.1,1,74,13,11,24,0.5,0.7,1,1.4
587216,2023,5,29,2,51,59.16,38.2787,37.2202,6.01,3.72,0.26,0.37,0.9,1.7,64,23,14,37,0.4,0.4,2.9,3
587220,2023,5,29,3,9,55.28,38.1492,36.5987,8.04,3.25,0.13,0.33,0.9,1.2,67,29,21,50,0.5,0.4,1.5,1.6
587245,2023,5,29,6,25,2.63,38.0888,36.3805,18.46,2.81,0.2,0.2,1.1,0.8,103,7,9,16,0.5,0.6,0.7,1.1
587249,2023,5,29,6,47,3.18,36.1697,35.8947,6.7,3.82,0.24,0.29,1.4,2.7,161,16,11,27,1.3,0.6,7.2,7.4
587250,2023,5,29,7,0,4.1,36.1965,36.1693,28.99,3.16,0.31,0.23,1.5,2,116,7,7,14,1.3,0.9,4.1,4.4
587261,2023,5,29,8,10,8.63,38.048,37.5123,12.74,3.16,0.21,0.34,1.3,1.1,69,17,15,32,0.6,1.1,1.3,1.8
587279,2023,5,29,9,54,46.21,37.3408,36.9075,19.05,2.83,0.18,0.56,1.5,0.4,56,20,20,40,1.6,0.7,0.2,1.7
587287,2023,5,29,11,28,50.11,38.1113,36.7563,8.66,2.74,0.21,0.22,0.8,1.1,74,11,10,21,0.3,0.3,1.2,1.3
587332,2023,5,29,16,59,28.01,36.1205,36.3477,4.01,3.08,0.26,0.37,2,2,170,12,10,22,2.7,1.4,4,5.1
587331,2023,5,29,17,8,12.26,38.124,36.9637,14.82,3.07,0.12,0.3,0.8,0.9,55,20,18,38,0.3,0.4,0.8,0.9
587335,2023,5,29,17,51,30.62,37.5193,37.1998,10.71,3.35,0.11,0.16,0.7,0.6,80,19,13,32,0.2,0.3,0.4,0.5
587343,2023,5,29,18,11,21.01,38.2673,37.22,16.11,2.72,0.16,0.24,1,3.3,74,11,11,22,0.4,0.6,11.1,11.1
587352,2023,5,29,19,33,5.33,37.913,36.297,10.71,2.8,0.14,0.18,0.6,0.8,66,18,19,37,0.2,0.2,0.7,0.8
587354,2023,5,29,20,9,8.13,38.2673,37.213,7.99,2.91,0.13,0.48,1,2.6,72,13,11,24,0.5,0.6,6.8,6.8
587355,2023,5,29,20,11,32.67,38.0213,36.345,6.38,3.05,0.19,0.23,1.6,0.9,77,16,13,29,0.4,2.2,0.8,2.4
587357,2023,5,29,20,50,48.25,37.9018,36.265,12.1,3.3,0.15,0.29,0.7,0.5,41,24,18,42,0.2,0.3,0.3,0.4
587364,2023,5,29,23,50,22.8,38.332,37.8133,7.94,2.59,0.23,0.15,1.3,0.8,65,7,10,17,0.7,1.1,0.6,1.4
587366,2023,5,30,0,24,48.93,37.9453,36.3342,7.92,2.78,0.13,0.25,0.9,0.9,69,18,16,34,0.4,0.4,0.9,1
587377,2023,5,30,0,57,7.46,36.8812,36.657,10.22,2.51,0.16,0.41,1.4,0.8,69,18,16,34,1.3,0.6,0.7,1.6
587384,2023,5,30,1,51,40.49,37.1567,36.6793,13.88,3.04,0.18,0.45,0.8,1,54,25,19,44,0.4,0.3,1,1.1
587387,2023,5,30,2,53,30.53,38.4965,40.2617,14.47,3.76,0.27,0.2,1.5,4.5,111,13,9,22,1.5,0.8,20,20.1
587402,2023,5,30,4,54,15.01,38.4712,40.2617,5.86,3.04,0.18,0.28,1.2,2.5,108,11,12,23,1.1,0.4,6,6.1
587423,2023,5,30,9,5,14.83,37.75,35.2997,5.22,3.92,0.26,0.43,2,2.5,72,15,14,29,1.2,2.7,6.1,6.8
587435,2023,5,30,11,20,33.01,38.4502,37.5093,9.77,4.1,0.2,0.41,1.5,1.7,57,21,13,34,1.3,1,2.8,3.3
587438,2023,5,30,12,5,33.01,37.9047,36.304,15.07,4.1,0.2,0.33,0.6,0.4,56,29,23,52,0.2,0.2,0.2,0.3
587453,2023,5,30,12,35,24.31,37.4562,36.9753,11.58,2.99,0.22,0.21,0.5,0.4,51,12,16,28,0.1,0.2,0.1,0.2
587456,2023,5,30,12,45,44.41,36.406,36.2625,12.84,3.07,0.11,0.23,1.5,1.1,74,9,9,18,0.8,1.3,1.2,2
587486,2023,5,30,16,48,18.54,38.1618,37.8272,12.72,3.37,0.25,0.28,1.2,1.6,99,15,15,30,0.8,0.5,2.5,2.7
587516,2023,5,30,18,44,19.75,38.1675,37.8132,12.91,3.17,0.21,0.24,0.8,0.7,98,17,10,27,0.4,0.3,0.4,0.7
587528,2023,5,30,20,9,31.15,38.2717,38.1643,16.01,3.75,0.22,0.33,1.1,1.2,104,15,16,31,0.6,0.7,1.5,1.7
587533,2023,5,30,20,13,31.32,37.511,37.041,7.1,3.08,0.21,0.27,0.9,0.8,49,23,19,42,0.5,0.4,0.6,0.9
587562,2023,5,30,22,42,55,38.443,37.5323,5.99,2.65,0.22,0.16,0.8,1,74,11,7,18,0.3,0.3,1,1.1
587569,2023,5,30,23,2,18.36,38.1127,37.474,21.94,2.38,0.22,0.39,1.4,2.1,62,13,11,24,1.3,0.6,4.6,4.8
587590,2023,5,31,0,52,28.41,37.5785,37.2745,11.65,2.15,0.62,0.45,1,1.5,57,14,15,29,0.5,0.4,2.2,2.3
587598,2023,5,31,1,17,9.52,37.5278,37.214,8.14,2.37,0.15,0.26,0.7,0.8,81,23,21,44,0.2,0.2,0.6,0.6
587600,2023,5,31,1,41,2.33,38.207,38.0863,12.05,3.07,0.17,0.21,1,0.7,137,14,11,25,0.5,0.6,0.5,0.9
587613,2023,5,31,2,38,30.82,37.7022,37.477,10.56,2.28,0.22,0.32,1.2,1.9,68,12,12,24,0.4,1.1,3.7,3.9
587738,2023,5,31,12,35,19.59,38.0762,36.2228,9.52,3.44,0.12,0.26,0.9,0.6,64,20,15,35,0.5,0.3,0.4,0.7
587779,2023,5,31,14,55,31.05,37.9018,36.4775,9.52,3.06,0.13,0.19,0.8,0.9,73,17,11,28,0.4,0.3,0.8,1
587785,2023,5,31,15,25,32.27,37.9425,36.2528,10.14,2.85,0.07,0.24,1.7,1.5,142,8,10,18,0.9,2,2.2,3.1
587790,2023,5,31,15,38,33.36,38.2463,38.6878,12.15,2.91,0.19,0.29,1.2,1.9,73,13,13,26,0.6,0.8,3.5,3.7
587796,2023,5,31,16,32,54.44,38.1312,38.5887,13.09,3.05,0.14,0.25,1,1.9,88,15,13,28,0.6,0.5,3.6,3.6
587806,2023,5,31,18,4,2.03,37.9523,36.2617,6.36,3.24,0.14,0.43,1,0.8,56,22,18,40,0.6,0.5,0.6,1
587813,2023,5,31,19,15,43.2,37.9693,36.3325,10.37,3.33,0.16,0.25,0.6,0.6,37,25,20,45,0.1,0.2,0.4,0.5
587815,2023,5,31,19,46,40.08,38.2577,38.763,6.95,3.5,0.23,0.15,0.7,0.6,68,17,12,29,0.3,0.3,0.4,0.6
587823,2023,5,31,20,44,25.96,38.4445,37.5518,3.19,2.74,0.13,0.19,0.8,1.8,74,11,11,22,0.3,0.4,3.1,3.1
587833,2023,5,31,21,46,0.6,38.079,37.7783,7.69,2.9,0.15,0.24,0.9,1.7,96,15,15,30,0.4,0.4,2.8,2.9
587837,2023,5,31,22,10,56.92,38.1127,36.5987,10.22,2.85,0.16,0.19,0.7,0.7,70,17,17,34,0.2,0.3,0.4,0.6
587847,2023,5,31,23,12,49.22,38.1127,36.5987,9.33,2.78,0.22,0.26,1.3,1.2,70,17,14,31,1.2,0.6,1.4,1.9
587854,2023,5,31,23,57,17.5,38.1127,36.5987,9.33,2.53,0.17,0.28,1,1.5,70,19,15,34,0.3,0.8,2.1,2.3
587863,2023,6,1,0,59,46.71,37.1482,36.9047,12.84,2.35,0.16,0.26,0.5,0.2,75,18,15,33,0.1,0.1,0.1,0.2
587862,2023,6,1,1,4,48.04,38.4473,37.52,12.49,2.28,0.68,0.41,1.7,3.2,99,11,9,20,1.7,1.1,10.3,10.5
587865,2023,6,1,1,21,2.07,38.4417,37.5483,5.57,2.81,0.15,0.22,1.1,0.8,75,11,11,22,0.6,0.5,0.7,1
587883,2023,6,1,2,40,43.16,37.9947,37.402,4.97,2.73,0.21,0.34,1,1.1,62,18,13,31,0.5,0.5,1.3,1.4
587868,2023,6,1,2,50,2.28,37.9552,36.3147,6.7,3.27,0.22,0.24,0.7,1.4,38,22,18,40,0.2,0.3,1.9,2
587887,2023,6,1,5,42,13.82,37.3932,38.7472,10.39,3.83,0.21,0.15,1.2,1.1,92,10,10,20,0.5,0.8,1.2,1.5
587894,2023,6,1,7,5,21.22,36.5072,36.3433,3.98,3.46,0.15,0.24,0.7,0.4,68,20,15,35,0.3,0.2,0.1,0.4
587996,2023,6,1,15,54,11.08,38.4417,37.5447,5.07,2.95,0.16,0.26,1.1,2.2,102,9,11,20,0.5,0.6,5,5
587997,2023,6,1,15,56,30.21,37.6515,37.4165,7.99,2.92,0.2,0.4,1.3,4,63,11,18,29,0.6,1.1,15.9,15.9
588021,2023,6,1,17,51,48.98,37.0048,36.4605,12.69,2.4,0.23,0.41,1.6,1.6,111,13,11,24,1.3,1.4,2.7,3.3
588020,2023,6,1,18,13,46.25,37.5868,37.271,19.82,2.66,0.13,0.21,0.8,0.8,84,15,19,34,0.3,0.3,0.7,0.8
588030,2023,6,1,18,27,15.98,39.1895,41.2893,12.72,3.21,0.22,0.4,1.8,1.2,82,14,13,27,1.6,1.6,1.5,2.7
588040,2023,6,1,19,27,1.47,37.9187,36.2793,6.46,3.14,0.15,0.25,0.9,0.4,64,20,18,38,0.4,0.4,0.2,0.6
588045,2023,6,1,19,57,3.85,38.0705,36.5913,12.89,2.42,0.22,0.25,1.1,0.8,62,15,16,31,0.5,0.7,0.7,1.1
588052,2023,6,1,20,30,56.41,37.8822,36.2545,12.69,2.5,0.12,0.17,1.8,1.2,70,10,12,22,1.9,1.5,1.4,2.8
588060,2023,6,2,0,9,55.3,37.9523,36.3147,10.81,2.34,0.16,0.18,0.7,0.9,67,14,12,26,0.2,0.3,0.8,0.9
588062,2023,6,2,0,24,8.33,38.124,36.9247,20.61,3.48,0.23,0.54,0.8,0.4,54,24,19,43,0.2,0.5,0.1,0.5
588070,2023,6,2,0,36,32.33,37.9523,36.3147,8.34,2.29,0.17,0.23,0.8,0.6,67,13,12,25,0.2,0.4,0.4,0.7
588071,2023,6,2,0,44,41.93,37.7907,37.7025,13.51,2.26,0.16,0.25,0.8,1,90,13,14,27,0.3,0.4,0.9,1
588127,2023,6,2,2,11,0.11,37.8905,36.6472,11.21,2.4,0.22,0.21,0.8,1.6,76,11,12,23,0.4,0.3,2.7,2.7
588135,2023,6,2,3,10,38.8,37.8315,36.2578,9.18,2.4,0.15,0.27,1.1,1.7,62,11,15,26,0.5,0.7,2.9,3
588158,2023,6,2,4,47,20.67,37.5307,37.2177,15.12,2.81,0.17,0.24,1.2,1.1,84,14,16,30,0.4,1,1.1,1.5
588171,2023,6,2,6,3,31.89,38.5148,37.5455,9.87,3.35,0.27,0.42,2.9,1.8,65,11,10,21,0.8,7.8,3.1,8.4
588179,2023,6,2,7,34,40.29,38.46,37.5325,10.64,3.71,0.21,0.19,1.4,1,71,16,12,28,1.7,0.4,1,2
588201,2023,6,2,10,49,41.66,37.8005,36.0845,11.11,2.87,0.15,0.15,0.9,0.7,52,15,14,29,0.5,0.3,0.5,0.8
588221,2023,6,2,13,28,55.47,38.2842,37.795,7.4,3.03,0.25,0.19,1.1,1.6,93,9,6,15,0.7,0.5,2.5,2.6
588223,2023,6,2,14,35,12.71,38.048,36.4637,11.9,2.96,0.13,0.3,1,0.6,65,17,17,34,0.5,0.5,0.3,0.7
588243,2023,6,2,17,45,47.7,38.0818,36.9953,13.29,2.76,0.14,0.32,1.1,1.2,72,14,14,28,0.6,0.6,1.4,1.6
588244,2023,6,2,17,48,40.69,37.6235,35.3743,8.83,2.83,0.25,0.25,0.8,0.7,98,18,15,33,0.3,0.4,0.4,0.6
588249,2023,6,2,18,35,0.52,37.9075,36.2722,13.48,2.87,0.3,0.22,0.7,0.8,67,15,11,26,0.2,0.3,0.6,0.7
588248,2023,6,2,18,37,32.57,38.5203,37.5135,12.25,3.13,0.2,0.26,2.7,1.3,93,14,8,22,0.8,6.4,1.8,6.7
588259,2023,6,2,20,11,59.77,37.7078,35.3493,9.52,2.45,0.24,0.24,0.6,1,105,12,12,24,0.1,0.2,1,1
588264,2023,6,2,22,22,5.37,38.2717,38.2933,12.69,3.32,0.15,0.29,1.5,2,94,15,12,27,0.7,1.6,3.8,4.2
588271,2023,6,2,22,51,25.05,37.989,36.5733,9.48,2.29,0.24,0.27,1.3,0.8,54,13,12,25,1,0.8,0.7,1.4
588276,2023,6,2,23,7,20.65,37.1735,36.9013,12.69,3.69,0.17,0.3,1.1,0.6,69,27,21,48,0.7,0.5,0.3,1
588286,2023,6,3,0,3,25.84,37.1398,36.7073,10.27,3.29,0.16,0.39,0.9,1.3,58,29,19,48,0.4,0.4,1.6,1.7
588290,2023,6,3,1,34,2.59,38.1113,37.5288,6.98,2.51,0.19,0.34,1.3,2,72,18,13,31,0.7,1.1,4.2,4.4
588292,2023,6,3,2,26,43.73,38.273,38.2987,7.97,2.88,0.16,0.3,1.3,1.7,94,13,10,23,0.3,1.3,2.8,3.1
588312,2023,6,3,6,59,39.8,37.0625,36.1422,6.04,2.86,0.22,0.28,0.9,2,48,18,18,36,0.4,0.4,3.8,3.9
588314,2023,6,3,7,56,52.27,38.4445,37.5093,4.03,3.51,0.19,0.33,0.9,1.3,57,16,15,31,0.4,0.3,1.6,1.7
588329,2023,6,3,10,34,21.19,37.6178,35.3885,8.93,4.03,0.2,0.33,0.7,0.9,57,24,16,40,0.2,0.3,0.8,0.9
588332,2023,6,3,11,29,0.24,37.5193,37.1117,13.63,3.31,0.24,0.28,1,0.9,74,19,20,39,0.5,0.5,0.8,1
588349,2023,6,3,14,46,28.36,38.3685,37.4837,10.12,2.71,0.36,0.14,0.9,2,102,5,7,12,0.5,0.3,3.8,3.9
588353,2023,6,3,15,7,26.91,39.4512,37.2513,14.13,4.42,0.29,0.14,2.2,1.3,221,12,6,18,2,2.9,1.8,3.9
588361,2023,6,3,15,52,47.73,37.996,37.588,8.02,3.17,0.16,0.23,0.7,0.8,78,15,12,27,0.2,0.3,0.7,0.8
588363,2023,6,3,16,0,0.34,38.0283,37.675,12.69,3.12,0.19,0.33,1.4,0.9,87,16,11,27,0.8,1.1,0.8,1.6
588368,2023,6,3,16,33,53.07,38.0115,37.5473,8.98,2.81,0.22,0.33,1.2,1,73,15,15,30,0.8,0.7,1.1,1.5
588373,2023,6,3,16,52,16.44,38.0423,37.5477,14.37,2.86,0.19,0.45,1.2,3,73,16,17,33,0.8,0.5,9.1,9.1
588383,2023,6,3,18,10,39.08,37.8708,36.2297,15.86,2.67,0.14,0.19,1.1,0.5,68,11,11,22,0.6,0.5,0.2,0.8
588404,2023,6,3,21,39,55.48,38.1087,38.2237,9.52,2.68,0.15,0.3,1.1,2,133,14,11,25,0.8,0.5,4,4.1
588406,2023,6,3,21,54,53.61,37.9497,36.2758,11.9,2.46,0.14,0.23,0.9,0.5,62,13,14,27,0.4,0.3,0.2,0.6
588434,2023,6,3,23,59,29.84,37.511,37.0727,7.1,2.69,0.19,0.24,0.5,0.3,53,22,19,41,0.1,0.1,0.1,0.2
588458,2023,6,4,1,31,35.14,38.1662,38.608,15.88,3.45,0.2,0.26,1.5,1.3,84,16,13,29,1.7,0.5,1.6,2.4
588499,2023,6,4,8,28,16.65,38.1168,36.6003,12.62,3.01,0.14,0.3,1.1,1.2,51,20,18,38,0.7,0.5,1.3,1.6
588517,2023,6,4,12,16,35.1,39.4062,35.0415,12.64,2.79,0.14,0.11,0.9,0.8,188,7,8,15,0.5,0.3,0.6,0.9
588527,2023,6,4,14,58,6.83,37.6163,35.3973,8.36,2.8,0.18,0.32,0.9,1.1,98,13,14,27,0.2,0.6,1.2,1.4
588551,2023,6,4,17,19,19.81,38.1507,37.8767,7.27,2.88,0.16,0.27,0.9,1.4,105,16,13,29,0.5,0.3,2,2.1
588563,2023,6,4,18,50,11.12,38.072,38.3958,13.88,3.19,0.19,0.27,1.1,1,113,15,11,26,0.4,0.7,1,1.3
588565,2023,6,4,19,1,25.83,37.9075,36.3075,15.96,2.91,0.25,0.26,0.9,0.9,67,14,15,29,0.4,0.4,0.7,0.9
588590,2023,6,4,21,20,27.34,37.227,36.9333,11.11,2.63,0.15,0.34,1.2,0.7,91,21,17,38,0.7,0.8,0.5,1.2
588600,2023,6,4,22,18,2.24,38.0917,38.5855,22.98,2.81,0.2,0.28,2.3,3,107,9,9,18,0.7,4.4,9.3,10.3
588599,2023,6,4,22,28,6.57,37.5475,37.2425,10.71,2.34,0.15,0.24,1.1,1.5,83,17,15,32,0.4,0.8,2.4,2.5
588603,2023,6,4,22,42,38.83,37.4645,37.1412,8.07,3.1,0.17,0.29,0.8,0.9,74,24,20,44,0.2,0.4,0.7,0.9
588616,2023,6,4,23,33,59.01,37.823,36.2543,10.51,2.61,0.14,0.3,1.1,1.3,65,20,17,37,0.7,0.5,1.8,2
588625,2023,6,5,0,24,22.96,37.0077,36.471,9.67,2.57,0.17,0.58,1.3,2,51,23,15,38,0.9,0.8,4.1,4.2
588621,2023,6,5,0,35,50.66,37.9272,36.2828,7.94,2.79,0.14,0.31,0.8,1,64,20,12,32,0.3,0.3,1.1,1.2
588636,2023,6,5,0,44,57.6,38.2743,36.374,4.01,2.81,0.11,0.37,1.5,4,57,16,14,30,0.8,1.4,15.8,15.8
588638,2023,6,5,0,58,7.57,37.182,36.697,12.69,2.3,0.12,0.3,1.6,1.1,70,19,14,33,1,1.6,1.2,2.2
588626,2023,6,5,1,28,39.26,38.4192,37.9955,23.3,2.88,0.27,0.1,1,0.6,131,11,5,16,0.5,0.6,0.4,0.8
588669,2023,6,5,3,47,51.5,37.9947,36.63,12.49,2.65,0.17,0.43,1.5,2.5,65,14,17,31,1.6,0.8,6.1,6.3
588676,2023,6,5,4,37,10.37,37.8287,36.548,9.52,3.14,0.17,0.21,0.7,1.9,49,19,10,29,0.3,0.2,3.6,3.6
588690,2023,6,5,6,31,32.78,37.4645,37.1412,7.27,3.05,0.17,0.38,0.6,0.6,74,22,20,42,0.2,0.2,0.4,0.4
588692,2023,6,5,7,25,24.81,38.1817,38.5667,12.69,2.96,0.12,0.22,1.7,1.3,122,10,9,19,0.6,2.3,1.7,2.9
588700,2023,6,5,8,38,4.05,37.9018,36.2898,11.31,2.9,0.14,0.24,0.8,0.6,82,11,14,25,0.3,0.4,0.4,0.6
588724,2023,6,5,10,55,43.55,38.2687,37.7647,3.71,3.27,0.24,0.22,1.2,2.5,74,9,9,18,0.7,0.6,6.3,6.4
588723,2023,6,5,11,7,3.77,37.9538,36.2953,5.59,2.89,0.21,0.18,0.6,0.9,94,11,13,24,0.2,0.2,0.9,0.9
588737,2023,6,5,12,39,22.69,38.3123,37.728,0.02,3.7,0.2,0.24,2.3,3.9,56,14,11,25,3.5,1.9,15.5,16
588753,2023,6,5,16,40,47.84,37.996,36.5822,9.6,4.8,0.25,0.33,0.8,0.8,53,26,23,49,0.3,0.3,0.6,0.7
588763,2023,6,5,18,20,46.05,37.2682,39.252,16.75,2.74,0.17,0.28,1.9,2.3,150,9,11,20,1.2,2.5,5.2,5.9
588773,2023,6,5,21,54,34.52,37.8962,36.1907,2.5,2.5,0.12,0.2,0.9,1.2,60,14,10,24,0.5,0.3,1.5,1.6
588775,2023,6,5,22,23,36.53,37.317,37.0537,5.91,2.56,0.16,0.23,0.8,0.5,63,16,17,33,0.5,0.2,0.3,0.6
588797,2023,6,5,23,43,27.17,37.5082,37.1822,6.51,3.26,0.17,0.27,0.8,0.3,78,23,18,41,0.3,0.4,0.1,0.5
588794,2023,6,6,0,7,17.02,37.982,36.3307,8.07,2.92,0.17,0.33,0.7,0.8,45,21,17,38,0.2,0.2,0.6,0.7
588795,2023,6,6,0,26,50.49,37.4913,37.1785,7.3,2.3,0.14,0.42,0.7,0.6,78,17,14,31,0.2,0.3,0.4,0.6
588791,2023,6,6,0,41,45.87,37.9973,36.591,11.85,2.36,0.16,0.32,1.3,1.3,62,13,11,24,0.9,0.7,1.7,2
588784,2023,6,6,1,32,37.63,37.8877,36.2013,2.3,2.57,0.14,0.26,0.8,1.3,58,18,12,30,0.4,0.3,1.7,1.7
588779,2023,6,6,3,31,30.63,37.5165,37.2068,13.78,3.94,0.24,0.18,0.7,0.5,81,23,19,42,0.3,0.2,0.2,0.4
588799,2023,6,6,3,38,7.68,39.1207,41.6115,9.52,2.96,0.24,0.27,1.1,1.4,100,15,12,27,0.6,0.6,2.1,2.2
588844,2023,6,6,10,0,49.3,38.169,37.393,21.05,3.52,0.18,0.29,1.1,2,99,14,10,24,0.5,0.8,3.9,4
588845,2023,6,6,10,6,30.35,37.137,37.0208,6.01,2.78,0.2,0.31,1.1,1.7,93,17,16,33,0.4,0.8,2.9,3.1
588869,2023,6,6,11,59,53.82,37.958,36.3077,9.52,3,0.2,0.48,1.5,0.8,54,16,14,30,1,1.3,0.7,1.8
588917,2023,6,6,18,8,15.29,37.8877,36.2508,6.65,3,0.11,0.27,1.1,1.3,53,19,18,37,0.6,0.6,1.7,1.9
588935,2023,6,6,21,15,6.12,36.4467,35.6403,26.67,2.87,0.17,0.35,1.6,1.8,147,13,9,22,1.1,1.3,3.1,3.5
588942,2023,6,6,21,52,33.16,37.9102,36.3147,15.51,2.45,0.21,0.41,0.8,1.4,56,11,15,26,0.3,0.3,1.9,1.9
588940,2023,6,6,21,56,4.51,38.079,37.1512,9.52,2.94,0.14,0.3,0.9,1.2,55,22,17,39,0.4,0.4,1.4,1.5
588945,2023,6,6,22,4,49.85,37.9158,36.2652,6.36,2.48,0.2,0.25,1.4,2,66,14,15,29,1.4,0.6,4.1,4.3
588949,2023,6,6,22,16,34.93,38.093,36.556,9.52,2.63,0.1,0.22,1,0.7,65,19,19,38,0.6,0.4,0.4,0.9
588955,2023,6,6,22,52,0.21,38.311,37.6765,6.83,2.82,0.19,0.21,1.6,1.3,55,19,12,31,0.7,1.9,1.6,2.6
588956,2023,6,6,22,55,45.4,37.1538,36.9398,18.38,2.43,0.2,0.3,1.5,1.4,111,12,13,25,0.8,1.5,2,2.6
588959,2023,6,6,23,2,50.07,37.8892,36.5747,4.16,2.48,0.19,0.3,1.6,2.2,90,13,13,26,1.3,1.4,4.7,5.1
588964,2023,6,6,23,23,29.36,38.28,37.2255,7.97,2.59,0.14,0.28,0.9,3.1,64,14,13,27,0.4,0.4,9.3,9.3
588968,2023,6,6,23,42,48.71,37.9425,36.5997,8.66,2.27,0.23,0.35,0.9,0.9,95,12,11,23,0.5,0.3,0.9,1
588979,2023,6,7,0,30,40.69,37.9383,36.6015,10.66,2.15,0.2,0.27,0.7,1.1,104,13,7,20,0.3,0.1,1.2,1.2
588982,2023,6,7,1,12,20.42,38.0368,37.4165,19.02,3.11,0.16,0.31,1.2,0.8,61,22,14,36,1,0.4,0.7,1.3
588985,2023,6,7,1,25,12.49,36.5183,36.403,3.29,2.36,0.18,0.28,0.9,1.7,77,16,14,30,0.4,0.4,3,3
589007,2023,6,7,4,0,30.91,36.9065,36.6113,6.36,2.68,0.14,0.36,1.3,0.9,64,17,19,36,1.2,0.4,0.9,1.5
589004,2023,6,7,4,31,23.27,37.1848,36.6795,11.6,2.73,0.18,0.41,1.6,1.9,92,15,12,27,1.6,0.9,3.4,3.9
589010,2023,6,7,5,7,5.43,36.9205,36.5868,9.52,3.69,0.33,0.23,0.6,0.6,93,16,10,26,0.2,0.2,0.3,0.4
589008,2023,6,7,5,7,5.46,36.9205,36.5868,9.18,3.91,0.18,0.32,0.8,0.7,62,27,24,51,0.3,0.2,0.5,0.6
589016,2023,6,7,5,58,58.16,37.9243,36.2898,3.54,2.71,0.15,0.28,1.4,1.6,77,10,15,25,1.3,0.6,2.6,3
589024,2023,6,7,6,33,59.79,38.4417,37.559,7.15,3.44,0.17,0.14,1.3,1,105,11,11,22,0.7,0.9,1.1,1.6
589052,2023,6,7,10,4,34.89,38.4543,37.575,7.17,3.08,0.15,0.17,1.7,1.4,85,11,13,24,0.9,2,2,2.9
589069,2023,6,7,10,30,41.21,37.93,36.3077,8.24,3.61,0.23,0.3,0.8,1.3,55,25,19,44,0.4,0.3,1.8,1.9
589106,2023,6,7,15,54,46.59,38.436,37.5412,8.54,3.24,0.17,0.18,0.9,1.6,76,17,14,31,0.6,0.2,2.7,2.8
589125,2023,6,7,18,23,8.09,38.2898,39.417,11.13,3.91,0.25,0.24,0.9,1,119,13,11,24,0.3,0.5,0.9,1.1
589136,2023,6,7,19,7,28.79,37.1988,36.7147,8.04,2.38,0.16,0.53,1,0.8,77,14,17,31,0.4,0.7,0.6,1
589154,2023,6,7,20,40,51.64,38.4233,37.5357,3.46,3.14,0.16,0.28,0.9,1.8,57,18,16,34,0.4,0.3,3.1,3.2
589159,2023,6,7,21,26,4.42,38.1548,37.2227,13.38,2.55,0.2,0.32,1,1.9,63,16,11,27,0.4,0.6,3.8,3.8
589179,2023,6,7,22,30,4.36,37.4477,36.9717,7.97,2.59,0.18,0.3,0.8,0.5,47,20,18,38,0.3,0.3,0.3,0.5
589184,2023,6,7,22,49,9.01,38.1015,37.2117,8.04,2.33,0.16,0.29,1,2,69,16,13,29,0.6,0.5,4.2,4.2
589186,2023,6,7,23,55,48.59,38.0902,36.9742,11.06,3.49,0.22,0.31,0.8,1.3,45,23,19,42,0.3,0.3,1.8,1.8
589206,2023,6,8,0,59,24.38,38.2842,37.7488,16.75,2.67,0.33,0.18,2.3,3.1,122,11,8,19,2.7,2.4,9.4,10.1
589222,2023,6,8,3,38,41.22,37.8033,36.2755,8.54,4.55,0.23,0.21,0.7,0.9,41,32,19,51,0.2,0.2,0.8,0.8
589237,2023,6,8,4,23,37.37,38.1127,37.63,12.94,3.02,0.21,0.46,2.4,2.7,74,14,12,26,2.9,2.9,7.4,8.5
589257,2023,6,8,5,51,5.03,38.1295,36.7015,13.98,3.26,0.14,0.22,0.7,0.6,60,22,14,36,0.2,0.2,0.4,0.5
